,PCRINCONCLUSIVE,POSITIVITYRATE,POSITIVITYRATEROLLINGAVG,SEROLOGYINCONCLUSIVE,SEROLOGYNEGATIVE,SEROLOGYPOSITIVE,date,month,year
392,2.0,3.06513409962,5.1,0.0,7.0,6.0,2021-03-30,3,2021
393,0.0,3.51681957187,5.1,0.0,10.0,7.0,2021-03-31,3,2021
394,1.0,3.84615384615,5.0,2.0,4.0,5.0,2021-04-01,4,2021
395,0.0,4.67445742905,5.1,1.0,7.0,4.0,2021-04-02,4,2021
396,0.0,3.90946502058,4.4,0.0,3.0,2.0,2021-04-03,4,2021
397,0.0,5.59210526316,4.3,1.0,2.0,2.0,2021-04-04,4,2021
398,1.0,3.53356890459,4.0,3.0,4.0,7.0,2021-04-05,4,2021
399,0.0,4.16666666667,4.2,2.0,10.0,8.0,2021-04-06,4,2021
400,0.0,5.88235294118,4.5,1.0,5.0,5.0,2021-04-07,4,2021
401,1.0,4.67171717172,4.6,0.0,9.0,4.0,2021-04-08,4,2021
402,7.0,5.04587155963,4.7,0.0,7.0,6.0,2021-04-09,4,2021
403,3.0,10.0278551532,5.6,1.0,3.0,0.0,2021-04-10,4,2021
404,5.0,7.57097791798,5.8,1.0,4.0,2.0,2021-04-11,4,2021
405,1.0,5.11571254568,6.1,0.0,4.0,1.0,2021-04-12,4,2021
406,2.0,4.12168792934,6.1,0.0,10.0,5.0,2021-04-13,4,2021
407,15.0,4.02173913043,5.8,1.0,4.0,8.0,2021-04-14,4,2021
408,3.0,5.73663624511,5.9,2.0,5.0,3.0,2021-04-15,4,2021
409,1.0,5.60131795717,6.0,5.0,6.0,5.0,2021-04-16,4,2021
410,1.0,10.824742268,6.1,9.0,3.0,5.0,2021-04-17,4,2021
411,0.0,8.55457227139,6.3,10.0,5.0,1.0,2021-04-18,4,2021
412,0.0,4.85744456177,6.2,3.0,10.0,10.0,2021-04-19,4,2021
413,1.0,4.98783454988,6.4,0.0,6.0,4.0,2021-04-20,4,2021
414,4.0,6.93215339233,6.8,1.0,5.0,1.0,2021-04-21,4,2021
415,15.0,3.76282782212,6.5,2.0,8.0,3.0,2021-04-22,4,2021
416,19.0,6.45161290323,6.6,1.0,5.0,8.0,2021-04-23,4,2021
417,3.0,7.31707317073,6.1,0.0,1.0,1.0,2021-04-24,4,2021
418,2.0,5.83090379009,5.7,0.0,3.0,1.0,2021-04-25,4,2021
419,13.0,6.01684717208,5.9,1.0,2.0,5.0,2021-04-26,4,2021
420,0.0,6.2416998672,6.1,1.0,4.0,6.0,2021-04-27,4,2021
421,4.0,6.87331536388,6.1,1.0,3.0,5.0,2021-04-28,4,2021
422,2.0,6.56934306569,6.5,0.0,10.0,10.0,2021-04-29,4,2021
423,1.0,8.54271356784,6.8,1.0,9.0,5.0,2021-04-30,4,2021
424,0.0,6.90607734807,6.7,0.0,3.0,1.0,2021-05-01,5,2021
425,1.0,8.46560846561,7.1,0.0,2.0,7.0,2021-05-02,5,2021
426,2.0,4.44711538462,6.9,3.0,4.0,6.0,2021-05-03,5,2021
427,3.0,4.78527607362,6.7,2.0,9.0,2.0,2021-05-04,5,2021
428,1.0,4.07894736842,6.3,1.0,2.0,8.0,2021-05-05,5,2021
429,4.0,5.10366826156,6.0,0.0,1.0,6.0,2021-05-06,5,2021
430,5.0,6.12648221344,5.7,1.0,2.0,3.0,2021-05-07,5,2021
431,0.0,5.79710144928,5.5,0.0,4.0,1.0,2021-05-08,5,2021
432,1.0,5.48387096774,5.1,0.0,2.0,2.0,2021-05-09,5,2021
433,0.0,3.07692307692,4.9,2.0,6.0,3.0,2021-05-10,5,2021
434,5.0,3.52609308886,4.7,0.0,4.0,3.0,2021-05-11,5,2021
435,0.0,4.96124031008,4.9,0.0,4.0,5.0,2021-05-12,5,2021
436,6.0,4.27098674521,4.7,0.0,7.0,7.0,2021-05-13,5,2021
437,0.0,4.89130434783,4.6,1.0,5.0,3.0,2021-05-14,5,2021
438,0.0,7.05128205128,4.8,2.0,0.0,0.0,2021-05-15,5,2021
439,9.0,7.2625698324,5.0,0.0,0.0,3.0,2021-05-16,5,2021
440,4.0,3.47551342812,5.1,0.0,8.0,7.0,2021-05-17,5,2021
441,3.0,3.55805243446,5.1,0.0,2.0,9.0,2021-05-18,5,2021
442,5.0,4.2750929368,5.0,2.0,2.0,6.0,2021-05-19,5,2021
443,0.0,4.47427293065,5.0,0.0,4.0,8.0,2021-05-20,5,2021
444,2.0,4.6875,5.0,0.0,6.0,3.0,2021-05-21,5,2021
445,0.0,4.34782608696,4.6,0.0,1.0,1.0,2021-05-22,5,2021
446,0.0,6.99300699301,4.5,3.0,1.0,2.0,2021-05-23,5,2021
447,0.0,4.10714285714,4.6,0.0,10.0,4.0,2021-05-24,5,2021
448,1.0,2.88888888889,4.5,2.0,4.0,3.0,2021-05-25,5,2021
449,1.0,3.80313199105,4.5,2.0,5.0,2.0,2021-05-26,5,2021
450,7.0,4.18848167539,4.4,0.0,1.0,3.0,2021-05-27,5,2021
451,1.0,2.72479564033,4.2,1.0,7.0,6.0,2021-05-28,5,2021
452,3.0,4.23728813559,4.1,0.0,1.0,4.0,2021-05-29,5,2021
453,3.0,6.15384615385,4.0,1.0,0.0,0.0,2021-05-30,5,2021
454,6.0,2.27272727273,3.8,0.0,1.0,0.0,2021-05-31,5,2021
455,0.0,5.03597122302,4.1,0.0,2.0,4.0,2021-06-01,6,2021
456,0.0,4.31034482759,4.1,0.0,8.0,2.0,2021-06-02,6,2021
457,0.0,3.06603773585,4.0,0.0,4.0,3.0,2021-06-03,6,2021
458,0.0,3.9156626506,4.1,0.0,1.0,4.0,2021-06-04,6,2021
459,0.0,5.47445255474,4.3,0.0,0.0,1.0,2021-06-05,6,2021
460,0.0,6.7264573991,4.4,0.0,1.0,0.0,2021-06-06,6,2021
461,1.0,2.06611570248,4.4,1.0,2.0,3.0,2021-06-07,6,2021
462,0.0,3.22580645161,4.1,0.0,6.0,3.0,2021-06-08,6,2021
463,1.0,4.77528089888,4.2,1.0,12.0,5.0,2021-06-09,6,2021
464,0.0,3.79403794038,4.3,0.0,2.0,4.0,2021-06-10,6,2021
465,0.0,4.16666666667,4.3,0.0,3.0,1.0,2021-06-11,6,2021
466,1.0,5.14705882353,4.3,1.0,1.0,3.0,2021-06-12,6,2021
467,0.0,1.6393442623,3.5,0.0,3.0,0.0,2021-06-13,6,2021
468,0.0,3.25581395349,3.7,0.0,6.0,3.0,2021-06-14,6,2021
469,0.0,2.55813953488,3.6,0.0,4.0,2.0,2021-06-15,6,2021
470,0.0,2.01793721973,3.2,0.0,4.0,5.0,2021-06-16,6,2021
471,0.0,2.11081794195,3.0,0.0,3.0,3.0,2021-06-17,6,2021
472,0.0,4.30463576159,3.0,0.0,4.0,4.0,2021-06-18,6,2021
473,0.0,6.45161290323,3.2,0.0,1.0,1.0,2021-06-19,6,2021
474,1.0,3.40557275542,3.4,1.0,0.0,1.0,2021-06-20,6,2021
475,0.0,4.02843601896,3.6,0.0,3.0,4.0,2021-06-21,6,2021
476,0.0,4.48113207547,3.8,0.0,3.0,1.0,2021-06-22,6,2021
477,0.0,4.70914127424,4.2,0.0,4.0,2.0,2021-06-23,6,2021
478,1.0,4.4502617801,4.5,1.0,2.0,2.0,2021-06-24,6,2021
479,0.0,7.36543909348,5.0,0.0,2.0,2.0,2021-06-25,6,2021
480,0.0,10.0371747212,5.5,0.0,2.0,0.0,2021-06-26,6,2021
481,0.0,9.38511326861,6.4,0.0,0.0,0.0,2021-06-27,6,2021
482,0.0,4.0733197556,6.4,0.0,5.0,3.0,2021-06-28,6,2021
483,0.0,7.12401055409,6.7,0.0,4.0,4.0,2021-06-29,6,2021
484,0.0,6.14035087719,6.9,0.0,5.0,2.0,2021-06-30,6,2021
485,1.0,6.93779904306,7.3,1.0,5.0,4.0,2021-07-01,7,2021
486,1.0,7.80487804878,7.4,1.0,4.0,5.0,2021-07-02,7,2021
487,0.0,7.66283524904,7.0,0.0,2.0,1.0,2021-07-03,7,2021
488,0.0,8.33333333333,6.9,0.0,0.0,0.0,2021-07-04,7,2021
489,0.0,8.79396984925,7.5,0.0,1.0,0.0,2021-07-05,7,2021
490,0.0,8.90410958904,7.8,0.0,3.0,5.0,2021-07-06,7,2021
491,0.0,7.61523046092,8.0,0.0,4.0,2.0,2021-07-07,7,2021
492,1.0,11.8055555556,8.7,0.0,10.0,3.0,2021-07-08,7,2021
493,0.0,8.90410958904,8.9,0.0,2.0,0.0,2021-07-09,7,2021
494,0.0,11.1111111111,9.4,0.0,2.0,0.0,2021-07-10,7,2021
495,0.0,11.6417910448,9.8,0.0,1.0,0.0,2021-07-11,7,2021
496,0.0,11.2727272727,10.2,0.0,2.0,4.0,2021-07-12,7,2021
497,0.0,9.55165692008,10.3,0.0,5.0,2.0,2021-07-13,7,2021
498,0.0,10.3448275862,10.7,0.0,6.0,1.0,2021-07-14,7,2021
499,0.0,15.0724637681,11.1,0.0,2.0,0.0,2021-07-15,7,2021
500,0.0,6.89655172414,10.8,0.0,1.0,0.0,2021-07-16,7,2021
501,0.0,0.0,9.3,0.0,0.0,0.0,2021-07-17,7,2021
